component,path,type,severity,line,details,suggestion
"LiquidGlassGPU","components/advanced/LiquidGlassGPU.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"AIGlassThemeProvider","components/ai/AIGlassThemeProvider.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDeepDreamGlass","components/ai/GlassDeepDreamGlass.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassDeepDreamGlass","components/ai/GlassDeepDreamGlass.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDeepDreamGlass","components/ai/GlassDeepDreamGlass.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassGANGenerator","components/ai/GlassGANGenerator.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassGANGenerator","components/ai/GlassGANGenerator.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassGANGenerator","components/ai/GlassGANGenerator.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassGenerativeArt","components/ai/GlassGenerativeArt.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassGenerativeArt","components/ai/GlassGenerativeArt.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassGenerativeArt","components/ai/GlassGenerativeArt.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassIntelligentFormBuilder","components/ai/GlassIntelligentFormBuilder.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassIntelligentFormBuilder","components/ai/GlassIntelligentFormBuilder.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassLiveFilter","components/ai/GlassLiveFilter.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassLiveFilter","components/ai/GlassLiveFilter.tsx","hardcoded_color","medium",144,"parameters: { glow: 1.2, color: '#ff00ff' }","Use COLORS.* constants or CSS custom properties"
"GlassLiveFilter","components/ai/GlassLiveFilter.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassMusicVisualizer","components/ai/GlassMusicVisualizer.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassMusicVisualizer","components/ai/GlassMusicVisualizer.tsx","hardcoded_opacity","medium",229,"ctx.fillStyle = 'rgba(0, 0, 0, 0.1)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMusicVisualizer","components/ai/GlassMusicVisualizer.tsx","hardcoded_color","medium",355,"const color = colors[colorIndex] || '#ffffff'","Use COLORS.* constants or CSS custom properties"
"GlassMusicVisualizer","components/ai/GlassMusicVisualizer.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMusicVisualizer","components/ai/GlassMusicVisualizer.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassStyleTransfer","components/ai/GlassStyleTransfer.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassStyleTransfer","components/ai/GlassStyleTransfer.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"ProductionAIIntegration","components/ai/ProductionAIIntegration.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"AIDemo","components/ai/examples/AIDemo.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"AIDemo","components/ai/examples/AIDemo.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"AdvancedAnimations","components/animations/AdvancedAnimations.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassMotionController","components/animations/GlassMotionController.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMotionController","components/animations/GlassMotionController.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassTransitions","components/animations/GlassTransitions.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",19,"filter: 'blur(0px)'","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",24,"filter: ['blur(0px)', 'blur(1px)', 'blur(3px)', 'blur(8px)', 'blur(15px)'],","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",35,"filter: ['blur(15px)', 'blur(8px)', 'blur(2px)', 'blur(0px)'],","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",144,"filter: 'blur(0px) brightness(1)'","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",150,"'blur(0px) brightness(1)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",151,"'blur(2px) brightness(1.2)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",152,"'blur(8px) brightness(0.8)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",153,"'blur(20px) brightness(0.5)'","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",164,"'blur(20px) brightness(0.5)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",165,"'blur(8px) brightness(0.8)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",166,"'blur(2px) brightness(1.2)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_blur","high",167,"'blur(0px) brightness(1)'","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_opacity","medium",339,"background: cards[currentIndex].background || 'rgba(255, 255, 255, 0.1)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassTransitions","components/animations/GlassTransitions.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassTransitions","components/animations/GlassTransitions.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_opacity","medium",161,"'0 0 0 0 rgba(255, 255, 255, 0.3)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_blur","high",192,"'blur(10px) brightness(0.8)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_blur","high",193,"'blur(0px) brightness(1.2)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_blur","high",194,"'blur(0px) brightness(1)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_opacity","medium",214,"'linear-gradient(90deg, transparent 0%, rgba(255,255,255,0.2) 50%, transparent 100%)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_opacity","medium",215,"'linear-gradient(90deg, transparent 25%, rgba(255,255,255,0.4) 75%, transparent 100%)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_opacity","medium",216,"'linear-gradient(90deg, transparent 50%, rgba(255,255,255,0.2) 100%, transparent 100%)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_blur","high",254,"'blur(0px)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_blur","high",255,"'blur(2px)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_blur","high",256,"'blur(5px)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_blur","high",257,"'blur(2px)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_blur","high",258,"'blur(0px)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"OrganicAnimationEngine","components/animations/OrganicAnimationEngine.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"ARGlassEffects","components/ar/ARGlassEffects.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"ARGlassEffects","components/ar/ARGlassEffects.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassAuroraDisplay","components/atmospheric/GlassAuroraDisplay.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
